"Date","Dernier","Ouv.","Plus Haut","Plus Bas","Variation %"
"15/11/2017","9,4257","9,4203","9,4327","9,3840","0,05%"
"14/11/2017","9,4214","9,4887","9,4934","9,4117","-0,72%"
"13/11/2017","9,4900","9,4930","9,5050","9,4764","-0,08%"
"10/11/2017","9,4975","9,5055","9,5175","9,4814","-0,06%"
"09/11/2017","9,5030","9,5245","9,5296","9,4883","-0,20%"
"08/11/2017","9,5223","9,5345","9,5385","9,5154","-0,07%"
"07/11/2017","9,5291","9,5269","9,5455","9,5200","-0,03%"
"06/11/2017","9,5315","9,5315","9,5315","9,5270","0,14%"
"03/11/2017","9,5183","9,4866","9,5234","9,4715","0,27%"
"02/11/2017","9,4925","9,5135","9,5194","9,4696","-0,19%"
"01/11/2017","9,5101","9,5057","9,5270","9,4913","0,11%"
"31/10/2017","9,4997","9,4959","9,5170","9,4836","-0,04%"
"30/10/2017","9,5038","9,5270","9,5387","9,4861","-0,14%"
"27/10/2017","9,5170","9,4965","9,5545","9,4912","0,21%"
"26/10/2017","9,4972","9,4145","9,5011","9,4075","0,88%"
"25/10/2017","9,4145","9,4405","9,4608","9,4002","-0,27%"
"24/10/2017","9,4400","9,4428","9,4495","9,4247","-0,04%"
"23/10/2017","9,4439","9,4339","9,4584","9,4274","0,14%"
"20/10/2017","9,4310","9,3955","9,4395","9,3886","0,38%"
"19/10/2017","9,3950","9,4349","9,4360","9,3913","-0,34%"
"18/10/2017","9,4275","9,4694","9,4864","9,4167","-0,46%"
"17/10/2017","9,4706","9,4225","9,4817","9,4184","0,51%"
"16/10/2017","9,4225","9,4030","9,4319","9,4030","0,13%"
"13/10/2017","9,4105","9,4055","9,4211","9,3832","0,04%"
"12/10/2017","9,4070","9,3920","9,4102","9,3807","0,16%"
"11/10/2017","9,3920","9,4163","9,4275","9,3854","-0,27%"
"10/10/2017","9,4175","9,4510","9,4520","9,4071","-0,35%"
"09/10/2017","9,4510","9,4623","9,4742","9,4381","-0,15%"
"06/10/2017","9,4651","9,4659","9,4868","9,4507","-0,05%"
"05/10/2017","9,4695","9,4403","9,4746","9,4313","0,30%"
"04/10/2017","9,4415","9,4483","9,4571","9,4263","-0,08%"
"03/10/2017","9,4495","9,4550","9,4725","9,4338","-0,05%"
"02/10/2017","9,4545","9,4157","9,4565","9,4157","0,44%"
"29/09/2017","9,4130","9,4280","9,4345","9,4038","-0,15%"
"28/09/2017","9,4269","9,4484","9,4622","9,4200","-0,23%"
"27/09/2017","9,4485","9,4227","9,4630","9,4223","0,26%"
"26/09/2017","9,4240","9,3970","9,4420","9,3884","0,29%"
"25/09/2017","9,3965","9,3400","9,4045","9,3400","0,59%"
"22/09/2017","9,3410","9,3580","9,3600","9,3275","-0,03%"
"21/09/2017","9,3439","9,3815","9,4017","9,3417","-0,32%"
"20/09/2017","9,3735","9,3254","9,3890","9,3080","0,56%"
"19/09/2017","9,3210","9,3455","9,3723","9,3096","-0,21%"
"18/09/2017","9,3405","9,3525","9,3605","9,3274","-0,04%"
"15/09/2017","9,3445","9,3620","9,3755","9,3250","-0,14%"
"14/09/2017","9,3575","9,3753","9,4122","9,3560","-0,20%"
"13/09/2017","9,3765","9,3390","9,3850","9,3215","0,45%"
"12/09/2017","9,3345","9,3455","9,3584","9,3295","-0,11%"
"11/09/2017","9,3452","9,2881","9,3480","9,2853","0,48%"
"08/09/2017","9,3010","9,3065","9,3363","9,2676","-0,06%"
"07/09/2017","9,3065","9,3590","9,3758","9,2878","-0,72%"
"06/09/2017","9,3744","9,3599","9,3828","9,3369","-0,02%"
"05/09/2017","9,3762","9,3699","9,3892","9,3467","0,07%"
"04/09/2017","9,3695","9,3590","9,3784","9,3560","0,05%"
"01/09/2017","9,3650","9,3650","9,3775","9,3570","0,03%"
"31/08/2017","9,3625","9,3759","9,4098","9,3567","-0,10%"
"30/08/2017","9,3716","9,3310","9,3771","9,3149","0,43%"
"29/08/2017","9,3318","9,3278","9,3445","9,2810","0,04%"
"28/08/2017","9,3278","9,4088","9,4088","9,3110","-1,00%"
"25/08/2017","9,4223","9,4253","9,4621","9,3986","0,01%"
"24/08/2017","9,4215","9,4450","9,4604","9,4025","-0,28%"
"23/08/2017","9,4480","9,4730","9,4827","9,4086","-0,26%"
"22/08/2017","9,4728","9,4730","9,4812","9,4553","-0,05%"
"21/08/2017","9,4775","9,4780","9,4780","9,4775","-0,14%"
"18/08/2017","9,4904","9,4962","9,5053","9,4707","0,00%"
"17/08/2017","9,4900","9,4412","9,5227","9,4337","0,53%"
"16/08/2017","9,4400","9,4846","9,5146","9,4360","-0,47%"
"15/08/2017","9,4845","9,4335","9,5022","9,4310","0,49%"
"14/08/2017","9,4380","9,4385","9,4385","9,4370","-0,02%"
"11/08/2017","9,4401","9,4680","9,4807","9,4290","-0,29%"
"10/08/2017","9,4680","9,4694","9,5019","9,4600","-0,03%"
"09/08/2017","9,4705","9,4742","9,5090","9,4557","-0,09%"
"08/08/2017","9,4793","9,4501","9,4956","9,4374","0,29%"
"07/08/2017","9,4520","9,4241","9,4629","9,4239","-0,11%"
"04/08/2017","9,4625","9,4154","9,4900","9,3936","0,49%"
"03/08/2017","9,4165","9,4186","9,4384","9,4041","-0,05%"
"02/08/2017","9,4211","9,4487","9,4533","9,3973","-0,34%"
"01/08/2017","9,4528","9,4267","9,4604","9,4253","0,26%"
"31/07/2017","9,4279","9,4730","9,4925","9,4253","-0,49%"
"28/07/2017","9,4743","9,5003","9,5199","9,4621","-0,38%"
"27/07/2017","9,5104","9,4850","9,5291","9,4581","0,25%"
"26/07/2017","9,4863","9,5243","9,5478","9,4695","-0,41%"
"25/07/2017","9,5255","9,5298","9,5393","9,4929","-0,06%"
"24/07/2017","9,5310","9,5195","9,5406","9,5112","0,11%"
"21/07/2017","9,5203","9,5370","9,5430","9,5133","-0,18%"
"20/07/2017","9,5370","9,5953","9,6140","9,5231","-0,62%"
"19/07/2017","9,5965","9,5760","9,6023","9,5696","0,21%"
"18/07/2017","9,5765","9,6150","9,6185","9,5509","-0,41%"
"17/07/2017","9,6155","9,6248","9,6400","9,6091","-0,02%"
"14/07/2017","9,6177","9,6575","9,6610","9,6160","-0,40%"
"13/07/2017","9,6565","9,6335","9,6736","9,6147","0,19%"
"12/07/2017","9,6385","9,6263","9,6622","9,6040","0,11%"
"11/07/2017","9,6275","9,6534","9,6650","9,6023","-0,28%"
"10/07/2017","9,6546","9,6540","9,6679","9,6443","0,01%"
"07/07/2017","9,6535","9,6410","9,6688","9,6339","0,12%"
"06/07/2017","9,6421","9,6789","9,6949","9,6401","-0,43%"
"05/07/2017","9,6835","9,6816","9,7044","9,6696","0,01%"
"04/07/2017","9,6830","9,6778","9,6925","9,6616","0,04%"
"03/07/2017","9,6790","9,6468","9,6835","9,6387","0,34%"
"30/06/2017","9,6460","9,6390","9,6640","9,6278","0,13%"
"29/06/2017","9,6335","9,6693","9,6728","9,6276","-0,38%"
"28/06/2017","9,6705","9,7645","9,7746","9,6556","-1,01%"
"27/06/2017","9,7690","9,7695","9,7791","9,7690","-0,01%"
"26/06/2017","9,7695","9,7700","9,7791","9,7695","0,06%"
"23/06/2017","9,7634","9,7844","9,7929","9,7509","-0,23%"
"22/06/2017","9,7857","9,7791","9,7959","9,7669","0,10%"
"21/06/2017","9,7756","9,7969","9,8051","9,7739","-0,20%"
"20/06/2017","9,7952","9,7907","9,8085","9,7743","0,07%"
"19/06/2017","9,7880","9,7589","9,7940","9,7533","0,22%"
"16/06/2017","9,7665","9,7898","9,7978","9,7535","-0,24%"
"15/06/2017","9,7896","9,7495","9,8001","9,7434","0,40%"
"14/06/2017","9,7508","9,7551","9,7654","9,7084","-0,04%"
"13/06/2017","9,7546","9,7562","9,7709","9,7456","-0,03%"
"12/06/2017","9,7580","9,7627","9,7666","9,7414","-0,06%"
"09/06/2017","9,7634","9,7543","9,7810","9,7390","0,08%"
"08/06/2017","9,7555","9,7298","9,7650","9,7216","0,26%"
"07/06/2017","9,7299","9,7192","9,7585","9,7148","0,10%"
"06/06/2017","9,7200","9,7302","9,7390","9,7146","-0,12%"
"05/06/2017","9,7320","9,7235","9,7424","9,7147","0,06%"
"02/06/2017","9,7265","9,7585","9,7616","9,7110","-0,28%"
"01/06/2017","9,7535","9,7379","9,7600","9,7309","0,16%"
"31/05/2017","9,7376","9,7691","9,7807","9,7320","-0,31%"
"30/05/2017","9,7675","9,7787","9,8079","9,7561","-0,12%"
"29/05/2017","9,7794","9,7690","9,7801","9,7603","0,10%"
"26/05/2017","9,7698","9,7531","9,7802","9,7395","0,16%"
"25/05/2017","9,7543","9,7486","9,7632","9,7279","0,04%"
"24/05/2017","9,7503","9,7651","9,7775","9,7406","-0,19%"
"23/05/2017","9,7691","9,7385","9,7731","9,7216","0,30%"
"22/05/2017","9,7401","9,7612","9,7810","9,7223","-0,18%"
"19/05/2017","9,7573","9,8090","9,8154","9,7482","-0,55%"
"18/05/2017","9,8116","9,7837","9,8290","9,7720","0,32%"
"17/05/2017","9,7802","9,8216","9,8229","9,7729","-0,41%"
"16/05/2017","9,8209","9,8846","9,8846","9,8114","-0,60%"
"15/05/2017","9,8799","9,9070","9,9070","9,8685","-0,25%"
"12/05/2017","9,9046","9,9421","9,9453","9,8990","-0,38%"
"11/05/2017","9,9427","9,9391","9,9551","9,9214","0,02%"
"10/05/2017","9,9408","9,9373","9,9487","9,9176","0,03%"
"09/05/2017","9,9374","9,9086","9,9432","9,8990","0,28%"
"08/05/2017","9,9100","9,8751","9,9144","9,8751","0,41%"
"05/05/2017","9,8691","9,8766","9,8934","9,8625","-0,06%"
"04/05/2017","9,8755","9,9264","9,9347","9,8670","-0,53%"
"03/05/2017","9,9284","9,9044","9,9346","9,8986","0,23%"
"02/05/2017","9,9053","9,9259","9,9317","9,9017","-0,18%"
"01/05/2017","9,9236","9,9207","9,9250","9,9098","-0,02%"
"28/04/2017","9,9256","9,9347","9,9491","9,8939","-0,12%"
"27/04/2017","9,9372","9,9218","9,9521","9,9021","0,17%"
"26/04/2017","9,9207","9,9085","9,9461","9,8893","0,13%"
"25/04/2017","9,9074","9,9387","9,9482","9,8874","-0,34%"
"24/04/2017","9,9414","10,0175","10,0175","9,9297","-0,76%"
"21/04/2017","10,0175","10,0181","10,0461","10,0071","-0,06%"
"20/04/2017","10,0233","10,0233","10,0289","9,9841","-0,05%"
"19/04/2017","10,0285","10,0115","10,0344","10,0085","0,13%"
"18/04/2017","10,0159","10,0647","10,0680","10,0059","-0,47%"
"17/04/2017","10,0635","10,0790","10,0820","10,0495","-0,18%"
"14/04/2017","10,0815","10,0855","10,0900","10,0675","-0,00%"
"13/04/2017","10,0819","10,0509","10,0842","10,0449","0,28%"
"12/04/2017","10,0534","10,0899","10,0976","10,0475","-0,35%"
"11/04/2017","10,0890","10,0925","10,1036","10,0686","-0,05%"
"10/04/2017","10,0936","10,0915","10,1085","10,0825","-0,02%"
"07/04/2017","10,0955","10,0625","10,1065","10,0535","0,32%"
"06/04/2017","10,0634","10,0540","10,0741","10,0390","0,11%"
"05/04/2017","10,0525","10,0505","10,0746","10,0395","0,04%"
"04/04/2017","10,0480","10,0500","10,0687","10,0370","-0,02%"
"03/04/2017","10,0501","10,0539","10,0650","10,0389","-0,07%"
"31/03/2017","10,0575","10,0464","10,0633","10,0285","0,11%"
"30/03/2017","10,0468","9,9984","10,0477","9,9901","0,51%"
"29/03/2017","9,9955","9,9625","10,0104","9,9551","0,28%"
"28/03/2017","9,9677","9,9437","9,9810","9,9327","0,25%"
"27/03/2017","9,9431","9,9717","9,9774","9,9126","-0,33%"
"24/03/2017","9,9765","9,9825","9,9977","9,9649","-0,09%"
"23/03/2017","9,9852","9,9736","9,9937","9,9697","0,10%"
"22/03/2017","9,9753","9,9674","9,9891","9,9598","0,05%"
"21/03/2017","9,9701","10,0058","10,0178","9,9631","-0,39%"
"20/03/2017","10,0095","10,0055","10,0175","9,9863","-0,01%"
"17/03/2017","10,0105","9,9985","10,0183","9,9824","0,13%"
"16/03/2017","9,9979","10,0155","10,0387","9,9878","-0,15%"
"15/03/2017","10,0130","10,0870","10,0922","10,0000","-0,73%"
"14/03/2017","10,0865","10,0575","10,0961","10,0398","0,28%"
"13/03/2017","10,0586","10,0529","10,0640","10,0075","0,12%"
"10/03/2017","10,0470","10,1044","10,1170","10,0310","-0,57%"
"09/03/2017","10,1044","10,1172","10,1339","10,0632","-0,18%"
"08/03/2017","10,1227","10,1061","10,1311","10,0961","0,14%"
"07/03/2017","10,1082","10,0977","10,1181","10,0777","0,09%"
"06/03/2017","10,0995","10,0805","10,1073","10,0465","0,19%"
"03/03/2017","10,0805","10,1405","10,1497","10,0789","-0,61%"
"02/03/2017","10,1425","10,1175","10,1540","10,1015","0,23%"
"01/03/2017","10,1195","10,0995","10,1369","10,0875","0,18%"
"28/02/2017","10,1015","10,0945","10,1042","10,0615","0,05%"
"27/02/2017","10,0960","10,1036","10,1105","10,0601","-0,09%"
"24/02/2017","10,1055","10,1013","10,1200","10,0689","0,04%"
"23/02/2017","10,1016","10,1107","10,1268","10,0842","-0,10%"
"22/02/2017","10,1121","10,1250","10,1557","10,0943","-0,12%"
"21/02/2017","10,1245","10,0805","10,1306","10,0785","0,43%"
"20/02/2017","10,0815","10,0854","10,0936","10,0540","0,01%"
"17/02/2017","10,0800","10,0480","10,0955","10,0270","0,35%"
"16/02/2017","10,0445","10,0675","10,0986","10,0215","-0,46%"
"15/02/2017","10,0911","10,0992","10,1361","10,0577","-0,13%"
"14/02/2017","10,1042","10,0837","10,1139","10,0447","0,17%"
"13/02/2017","10,0875","10,0731","10,0975","10,0305","0,10%"
"10/02/2017","10,0770","10,0400","10,0914","10,0130","0,17%"
"09/02/2017","10,0599","10,0347","10,0624","9,9717","0,24%"
"08/02/2017","10,0357","10,0427","10,0687","9,9687","-0,08%"
"07/02/2017","10,0442","9,9819","10,0557","9,9726","0,40%"
"06/02/2017","10,0038","9,9894","10,0273","9,9625","0,12%"
"03/02/2017","9,9915","10,0065","10,0314","9,9250","-0,11%"
"02/02/2017","10,0029","9,9942","10,0036","9,8986","0,08%"
"01/02/2017","9,9952","9,9557","10,0143","9,9124","0,16%"
"31/01/2017","9,9797","10,0353","10,0429","9,9214","-0,40%"
"30/01/2017","10,0200","10,0465","10,0866","9,9920","-0,23%"
"27/01/2017","10,0435","10,0250","10,0627","9,9949","0,03%"
"26/01/2017","10,0405","10,0041","10,0603","9,9475","0,33%"
"25/01/2017","10,0074","10,0154","10,0283","9,9424","-0,10%"
"24/01/2017","10,0170","9,9968","10,0229","9,9327","0,19%"
"23/01/2017","9,9981","10,0462","10,0463","9,9457","-0,12%"
"20/01/2017","10,0100","10,0550","10,0847","9,9960","-0,42%"
"19/01/2017","10,0522","10,0761","10,1000","9,9931","-0,22%"
"18/01/2017","10,0747","9,9730","10,0756","9,9607","0,48%"
"17/01/2017","10,0267","10,0929","10,0932","9,9587","-0,37%"
"16/01/2017","10,0635","10,0945","10,1364","10,0585","0,48%"
"13/01/2017","10,0150","10,0680","10,0930","9,9872","-0,69%"
"12/01/2017","10,0843","10,0996","10,1126","9,9846","-0,17%"
"11/01/2017","10,1014","10,1166","10,1754","10,0536","-0,16%"
"10/01/2017","10,1174","10,0856","10,1191","10,0206","0,13%"
"09/01/2017","10,1045","10,1150","10,1443","10,0535","-0,13%"
"06/01/2017","10,1175","10,0890","10,1398","10,0350","0,29%"
"05/01/2017","10,0878","10,1554","10,1591","10,0446","-0,63%"
"04/01/2017","10,1515","10,2060","10,2147","10,0895","-0,48%"
"03/01/2017","10,2005","10,1535","10,2415","10,0985","0,27%"
"02/01/2017","10,1735","10,1412","10,1794","10,0935","0,46%"
"30/12/2016","10,1270","10,1601","10,1642","10,0495","-0,10%"
"29/12/2016","10,1375","10,1965","10,2065","10,0845","-0,44%"
"28/12/2016","10,1825","10,1725","10,2195","10,1204","0,09%"
"27/12/2016","10,1738","10,1583","10,1873","10,1183","0,12%"
"26/12/2016","10,1620","10,1784","10,2080","10,1490","-0,23%"
"23/12/2016","10,1850","10,1860","10,2100","10,1268","-0,00%"
"22/12/2016","10,1855","10,1285","10,1940","10,0855","0,21%"
"21/12/2016","10,1645","10,1855","10,2550","10,1485","-0,21%"
"20/12/2016","10,1860","10,2420","10,2729","10,1750","-0,17%"
"19/12/2016","10,2035","10,1570","10,2245","10,1189","0,84%"
"16/12/2016","10,1190","10,1845","10,2086","10,1030","-0,76%"
"15/12/2016","10,1965","10,1295","10,2245","10,0755","0,67%"
"14/12/2016","10,1285","10,0595","10,1483","9,9858","0,71%"
"13/12/2016","10,0575","10,0685","10,0886","10,0235","-0,13%"
"12/12/2016","10,0702","10,0952","10,1337","10,0427","-0,44%"
"09/12/2016","10,1151","10,0777","10,1289","10,0057","0,33%"
"08/12/2016","10,0815","9,9814","10,0934","9,8765","0,94%"
"07/12/2016","9,9877","10,0150","10,0320","9,9390","-0,34%"
"06/12/2016","10,0215","9,9385","10,0345","9,9221","0,51%"
"05/12/2016","9,9710","10,0304","10,1309","9,9507","-0,57%"
"02/12/2016","10,0280","10,0840","10,1000","10,0092","-0,23%"
"01/12/2016","10,0515","10,0440","10,0945","10,0065","-0,18%"
"30/11/2016","10,0696","10,0822","10,1212","10,0152","0,11%"
"29/11/2016","10,0585","10,0795","10,1065","9,9806","-0,21%"
"28/11/2016","10,0795","10,0845","10,1045","9,9838","-0,07%"
"25/11/2016","10,0870","10,1120","10,1200","10,0120","-0,26%"
"24/11/2016","10,1130","10,1160","10,1350","10,0400","0,00%"
"23/11/2016","10,1125","10,0525","10,1285","10,0025","0,37%"
"22/11/2016","10,0755","10,0765","10,0945","9,9929","0,02%"
"21/11/2016","10,0735","10,0925","10,0925","9,9975","-0,15%"
"18/11/2016","10,0890","9,9840","10,1120","9,9520","1,07%"
"17/11/2016","9,9823","10,0698","10,0738","9,9724","-0,35%"
"16/11/2016","10,0170","9,9747","10,0570","9,9391","0,22%"
"15/11/2016","9,9950","9,9860","10,0520","9,9426","0,10%"
"14/11/2016","9,9855","9,9260","10,0575","9,9260","0,41%"
"11/11/2016","9,9448","9,9175","9,9537","9,8495","0,26%"
"10/11/2016","9,9193","9,9100","9,9348","9,8340","0,09%"
"09/11/2016","9,9105","9,8463","9,9131","9,6784","0,65%"
"08/11/2016","9,8464","9,8003","9,8565","9,7652","0,28%"
"07/11/2016","9,8188","9,7741","9,8702","9,7729","0,37%"
"04/11/2016","9,7828","9,8035","9,8178","9,7355","-0,07%"
"03/11/2016","9,7900","9,7609","9,8257","9,7320","0,03%"
"02/11/2016","9,7873","9,8382","9,8629","9,7457","-0,41%"
"01/11/2016","9,8279","9,8452","9,8805","9,7833","-0,23%"
"31/10/2016","9,8510","9,8793","9,8992","9,8452","-0,16%"
"28/10/2016","9,8668","9,8565","9,9183","9,8288","-0,31%"
"27/10/2016","9,8977","9,9343","9,9482","9,8603","-0,10%"
"26/10/2016","9,9080","9,9200","9,9297","9,8390","-0,12%"
"25/10/2016","9,9199","9,8993","9,9400","9,8578","0,00%"
"24/10/2016","9,9197","9,8685","9,9288","9,8548","0,00%"
"21/10/2016","9,9197","9,8551","9,9334","9,8399","0,41%"
"20/10/2016","9,8795","9,9046","9,9333","9,8195","0,09%"
"19/10/2016","9,8704","9,8155","9,8794","9,7986","0,19%"
"18/10/2016","9,8515","9,8712","9,9075","9,8246","0,10%"
"17/10/2016","9,8415","9,8530","9,9072","9,8314","-0,16%"
"14/10/2016","9,8575","9,8612","9,9083","9,8191","0,49%"
"13/10/2016","9,8097","9,8364","9,8852","9,8014","-0,27%"
"12/10/2016","9,8364","9,8005","9,8792","9,7896","0,25%"
"11/10/2016","9,8115","9,7675","9,8273","9,7570","0,46%"
"10/10/2016","9,7665","9,7492","9,8099","9,7271","0,33%"
"07/10/2016","9,7340","9,7553","9,8283","9,7270","-0,27%"
"06/10/2016","9,7599","9,7502","9,7851","9,7122","0,30%"
"05/10/2016","9,7310","9,7411","9,7931","9,7132","-0,00%"
"04/10/2016","9,7314","9,7420","9,8109","9,7091","0,12%"
"03/10/2016","9,7200","9,6922","9,7260","9,6772","0,11%"
"30/09/2016","9,7090","9,7300","9,8101","9,7053","-0,21%"
"29/09/2016","9,7290","9,6910","9,7866","9,6640","-0,01%"
"28/09/2016","9,7300","9,6860","9,7861","9,6700","0,05%"
"27/09/2016","9,7250","9,6660","9,7815","9,6579","0,21%"
"26/09/2016","9,7048","9,6820","9,7343","9,6508","-0,10%"
"23/09/2016","9,7150","9,6849","9,7480","9,6682","-0,14%"
"22/09/2016","9,7284","9,7073","9,7785","9,6623","-0,02%"
"21/09/2016","9,7300","9,7190","9,7874","9,6943","-0,29%"
"20/09/2016","9,7580","9,7080","9,8002","9,6853","0,16%"
"19/09/2016","9,7425","9,7245","9,7730","9,6908","-0,14%"
"16/09/2016","9,7560","9,6720","9,8028","9,6632","0,47%"
"15/09/2016","9,7100","9,6777","9,7684","9,6500","0,04%"
"14/09/2016","9,7063","9,6500","9,7610","9,6214","0,51%"
"13/09/2016","9,6570","9,6645","9,6718","9,6214","-0,15%"
"12/09/2016","9,6715","9,6648","9,7223","9,6360","-0,45%"
"09/09/2016","9,7148","9,6722","9,7674","9,6454","0,14%"
"08/09/2016","9,7010","9,6720","9,7586","9,6255","-0,11%"
"07/09/2016","9,7115","9,6950","9,7633","9,6580","-0,04%"
"06/09/2016","9,7157","9,7523","9,8116","9,6586","-0,47%"
"05/09/2016","9,7615","9,7440","9,7996","9,6997","0,05%"
"02/09/2016","9,7569","9,6960","9,7916","9,6632","0,23%"
"01/09/2016","9,7348","9,7170","9,7863","9,6867","-0,21%"
"31/08/2016","9,7550","9,7700","9,8179","9,7081","-0,19%"
"30/08/2016","9,7735","9,7000","9,7802","9,6918","0,34%"
"29/08/2016","9,7400","9,6905","9,7753","9,6750","0,05%"
"26/08/2016","9,7349","9,6439","9,7618","9,6175","0,49%"
"25/08/2016","9,6878","9,6850","9,7411","9,6386","-0,09%"
"24/08/2016","9,6968","9,6882","9,7485","9,6299","0,20%"
"23/08/2016","9,6777","9,6800","9,7190","9,6104","-0,05%"
"22/08/2016","9,6825","9,6412","9,7101","9,6210","0,16%"
"19/08/2016","9,6672","9,6239","9,7172","9,6045","0,16%"
"18/08/2016","9,6520","9,6424","9,7276","9,6028","-0,35%"
"17/08/2016","9,6862","9,6981","9,7480","9,6301","-0,18%"
"16/08/2016","9,7041","9,7528","9,7591","9,6359","-0,54%"
"15/08/2016","9,7566","9,6995","9,7680","9,6879","0,05%"
"12/08/2016","9,7520","9,7233","9,8084","9,6784","-0,15%"
"11/08/2016","9,7671","9,7531","9,8069","9,7002","0,08%"
"10/08/2016","9,7591","9,7902","9,8133","9,6950","-0,34%"
"09/08/2016","9,7928","9,8034","9,8216","9,7329","-0,17%"
"08/08/2016","9,8093","9,7514","9,8188","9,7444","-0,01%"
"05/08/2016","9,8104","9,7657","9,8322","9,7166","0,41%"
"04/08/2016","9,7707","9,7633","9,8202","9,7191","0,03%"
"03/08/2016","9,7680","9,7142","9,7840","9,6793","0,40%"
"02/08/2016","9,7294","9,7540","9,7732","9,6730","-0,33%"
"01/08/2016","9,7615","9,7475","9,7740","9,7019","-0,02%"
"29/07/2016","9,7631","9,8142","9,8220","9,7028","-0,40%"
"28/07/2016","9,8025","9,7801","9,8356","9,7415","-0,13%"
"27/07/2016","9,8150","9,8632","9,8784","9,7634","-0,53%"
"26/07/2016","9,8672","9,8132","9,8711","9,7858","0,25%"
"25/07/2016","9,8428","9,8475","9,9068","9,7993","-0,11%"
"22/07/2016","9,8532","9,8225","9,9230","9,7769","0,24%"
"21/07/2016","9,8300","9,8464","9,8702","9,7731","-0,23%"
"20/07/2016","9,8524","9,8264","9,8702","9,7858","0,19%"
"19/07/2016","9,8339","9,7620","9,8610","9,7509","0,35%"
"18/07/2016","9,8000","9,8044","9,8743","9,7529","-0,26%"
"15/07/2016","9,8260","9,7755","9,8314","9,7210","0,47%"
"14/07/2016","9,7803","9,7921","9,8255","9,7231","-0,38%"
"13/07/2016","9,8176","9,7700","9,8425","9,7370","0,09%"
"12/07/2016","9,8085","9,7803","9,8671","9,7340","-0,06%"
"11/07/2016","9,8144","9,8195","9,8528","9,7620","-0,20%"
"08/07/2016","9,8343","9,8055","9,8463","9,7630","0,07%"
"07/07/2016","9,8273","9,7861","9,8333","9,7660","0,20%"
"06/07/2016","9,8073","9,7962","9,8436","9,7610","0,04%"
"05/07/2016","9,8036","9,7728","9,8267","9,7040","0,43%"
"04/07/2016","9,7615","9,7834","9,8056","9,7130","-0,06%"
"01/07/2016","9,7676","9,7752","9,8490","9,7077","-0,15%"
"30/06/2016","9,7827","9,7927","9,8495","9,7141","0,10%"
"29/06/2016","9,7734","9,7994","9,8602","9,7295","-0,54%"
"28/06/2016","9,8262","9,7890","9,8475","9,7387","-0,02%"
"27/06/2016","9,8283","9,8142","9,9024","9,7745","0,52%"
"24/06/2016","9,7778","9,5980","9,9049","9,5686","1,51%"
"23/06/2016","9,6327","9,6440","9,7348","9,5761","-0,51%"
"22/06/2016","9,6820","9,6822","9,7643","9,6213","-0,30%"
"21/06/2016","9,7110","9,6752","9,7611","9,6101","0,40%"
"20/06/2016","9,6725","9,6603","9,7422","9,6120","-0,21%"
"17/06/2016","9,6924","9,7096","9,7626","9,6417","-0,25%"
"16/06/2016","9,7171","9,6903","9,7861","9,6423","0,20%"
"15/06/2016","9,6978","9,7201","9,7550","9,6408","-0,33%"
"14/06/2016","9,7300","9,6450","9,7839","9,6373","0,46%"
"13/06/2016","9,6851","9,6480","9,7656","9,6371","-0,22%"
"10/06/2016","9,7065","9,6291","9,7399","9,6160","0,35%"
"09/06/2016","9,6729","9,6224","9,7175","9,5810","0,45%"
"08/06/2016","9,6300","9,6415","9,7027","9,5792","-0,21%"
"07/06/2016","9,6505","9,6598","9,7095","9,5953","-0,16%"
"06/06/2016","9,6658","9,6484","9,6803","9,5903","0,21%"
"03/06/2016","9,6453","9,7180","9,8058","9,5983","-1,17%"
"02/06/2016","9,7595","9,7000","9,8033","9,6850","0,24%"
"01/06/2016","9,7360","9,7402","9,8197","9,6970","-0,30%"
"31/05/2016","9,7657","9,7576","9,7806","9,7080","0,04%"
"30/05/2016","9,7622","9,7125","9,8022","9,7125","-0,01%"
"27/05/2016","9,7634","9,6980","9,7808","9,6870","0,28%"
"26/05/2016","9,7360","9,7349","9,7924","9,6829","-0,04%"
"25/05/2016","9,7395","9,7260","9,7676","9,7099","-0,10%"
"24/05/2016","9,7489","9,7014","9,7640","9,6780","0,28%"
"23/05/2016","9,7220","9,6840","9,7730","9,6734","0,32%"
"20/05/2016","9,6910","9,7217","9,7350","9,6716","-0,42%"
"19/05/2016","9,7316","9,7171","9,7656","9,6760","0,08%"
"18/05/2016","9,7240","9,6340","9,7590","9,6228","0,69%"
"17/05/2016","9,6574","9,6410","9,6736","9,6141","-0,13%"
"16/05/2016","9,6695","9,6630","9,7050","9,6151","0,10%"
"13/05/2016","9,6597","9,6110","9,6864","9,5799","0,20%"
"12/05/2016","9,6400","9,5896","9,6717","9,5720","0,46%"
"11/05/2016","9,5962","9,6138","9,6387","9,5650","-0,30%"
"10/05/2016","9,6248","9,6149","9,6432","9,5850","-0,13%"
"09/05/2016","9,6369","9,5765","9,6564","9,5765","0,32%"
"06/05/2016","9,6062","9,6016","9,6279","9,5500","-0,03%"
"05/05/2016","9,6091","9,5546","9,6282","9,5314","0,43%"
"04/05/2016","9,5675","9,5494","9,5915","9,5205","-0,03%"
"03/05/2016","9,5701","9,5220","9,5701","9,4777","0,31%"
"02/05/2016","9,5402","9,5906","9,6000","9,5125","-0,53%"
"29/04/2016","9,5909","9,6378","9,6504","9,5546","-0,55%"
