"Date","Dernier","Ouv.","Plus Haut","Plus Bas","Variation %"
"04/06/2019","9,6586","9,6700","9,6777","9,6496","-0,12%"
"03/06/2019","9,6703","9,6977","9,7121","9,6585","-0,35%"
"31/05/2019","9,7043","9,7287","9,7374","9,7002","-0,23%"
"30/05/2019","9,7262","9,7301","9,7415","9,7214","-0,01%"
"29/05/2019","9,7275","9,7158","9,7360","9,7039","0,15%"
"28/05/2019","9,7133","9,6942","9,7164","9,6841","0,22%"
"27/05/2019","9,6917","9,6990","9,7002","9,6822","0,10%"
"24/05/2019","9,6818","9,7004","9,7093","9,6801","-0,06%"
"23/05/2019","9,6877","9,6927","9,7398","9,6828","0,06%"
"22/05/2019","9,6816","9,6882","9,6973","9,6712","-0,04%"
"21/05/2019","9,6857","9,6767","9,6991","9,6678","0,12%"
"20/05/2019","9,6741","9,6770","9,6863","9,6645","0,05%"
"17/05/2019","9,6695","9,6637","9,6784","9,6530","0,09%"
"16/05/2019","9,6612","9,6501","9,6694","9,6361","0,14%"
"15/05/2019","9,6476","9,6523","9,6673","9,6375","-0,02%"
"14/05/2019","9,6497","9,6433","9,6575","9,6292","0,09%"
"13/05/2019","9,6409","9,6380","9,6489","9,6201","0,06%"
"10/05/2019","9,6350","9,6538","9,6554","9,6238","-0,18%"
"09/05/2019","9,6528","9,6767","9,6862","9,6310","-0,22%"
"08/05/2019","9,6741","9,6720","9,6819","9,6596","0,07%"
"07/05/2019","9,6670","9,6578","9,6904","9,6471","0,15%"
"06/05/2019","9,6528","9,6710","9,6754","9,6515","0,02%"
"03/05/2019","9,6513","9,6770","9,6970","9,6531","-0,24%"
"02/05/2019","9,6749","9,6593","9,6793","9,6438","0,21%"
"01/05/2019","9,6544","9,6494","9,6639","9,6161","0,08%"
"30/04/2019","9,6468","9,6586","9,6721","9,6354","-0,10%"
"29/04/2019","9,6561","9,6698","9,6848","9,6555","-0,11%"
"26/04/2019","9,6667","9,6735","9,6842","9,6546","-0,04%"
"25/04/2019","9,6710","9,6605","9,6814","9,6542","0,13%"
"24/04/2019","9,6580","9,6135","9,6713","9,6103","0,52%"
"23/04/2019","9,6085","9,5988","9,6363","9,5917","0,15%"
"22/04/2019","9,5938","9,6210","9,6231","9,5931","-0,20%"
"19/04/2019","9,6131","9,6251","9,6302","9,6106","-0,07%"
"18/04/2019","9,6200","9,5895","9,6309","9,5851","0,31%"
"17/04/2019","9,5902","9,6052","9,6084","9,5767","-0,14%"
"16/04/2019","9,6032","9,5935","9,6111","9,5835","0,12%"
"15/04/2019","9,5920","9,6063","9,6105","9,5841","-0,08%"
"12/04/2019","9,6000","9,6332","9,6390","9,5869","-0,26%"
"11/04/2019","9,6247","9,6202","9,6411","9,6090","0,02%"
"10/04/2019","9,6230","9,6335","9,6522","9,6149","-0,07%"
"09/04/2019","9,6299","9,6358","9,6412","9,6131","0,07%"
"08/04/2019","9,6229","9,6502","9,6600","9,6208","-0,26%"
"05/04/2019","9,6482","9,6588","9,6656","9,6396","-0,09%"
"04/04/2019","9,6565","9,6493","9,6655","9,6321","0,06%"
"03/04/2019","9,6505","9,6698","9,6720","9,6321","-0,22%"
"02/04/2019","9,6714","9,6757","9,6881","9,6626","-0,00%"
"01/04/2019","9,6717","9,6610","9,6772","9,6453","0,06%"
"29/03/2019","9,6660","9,6653","9,6745","9,6475","-0,02%"
"28/03/2019","9,6678","9,6572","9,6765","9,6402","0,14%"
"27/03/2019","9,6540","9,6411","9,6565","9,6211","0,19%"
"26/03/2019","9,6356","9,6225","9,6482","9,6042","0,18%"
"25/03/2019","9,6180","9,6152","9,6284","9,5984","-0,01%"
"22/03/2019","9,6191","9,5836","9,6409","9,5704","0,31%"
"21/03/2019","9,5889","9,5678","9,6053","9,5432","0,27%"
"20/03/2019","9,5629","9,6022","9,6115","9,5478","-0,37%"
"19/03/2019","9,5981","9,6006","9,6090","9,5827","0,02%"
"18/03/2019","9,5960","9,5945","9,6025","9,5761","-0,03%"
"15/03/2019","9,5993","9,6102","9,6164","9,5814","-0,12%"
"14/03/2019","9,6111","9,5984","9,6164","9,5835","0,16%"
"13/03/2019","9,5959","9,6187","9,6285","9,5861","-0,22%"
"12/03/2019","9,6172","9,6336","9,6375","9,5971","-0,15%"
"11/03/2019","9,6313","9,6289","9,6437","9,6177","-0,02%"
"08/03/2019","9,6335","9,6578","9,6623","9,6227","-0,25%"
"07/03/2019","9,6572","9,5979","9,6665","9,5871","0,61%"
"06/03/2019","9,5984","9,6024","9,6119","9,5850","-0,04%"
"05/03/2019","9,6024","9,5729","9,6119","9,5656","0,26%"
"04/03/2019","9,5777","9,5650","9,6010","9,5510","0,23%"
"01/03/2019","9,5559","9,5563","9,5684","9,5319","-0,02%"
"28/02/2019","9,5578","9,5600","9,5647","9,5276","0,00%"
"27/02/2019","9,5577","9,5357","9,5696","9,5255","0,22%"
"26/02/2019","9,5370","9,5498","9,5581","9,5223","-0,18%"
"25/02/2019","9,5543","9,5660","9,5720","9,5427","-0,09%"
"22/02/2019","9,5630","9,5266","9,5721","9,5132","0,43%"
"21/02/2019","9,5219","9,5215","9,5343","9,5049","0,01%"
"20/02/2019","9,5208","9,5236","9,5310","9,4977","-0,03%"
"19/02/2019","9,5240","9,5420","9,5615","9,5107","-0,14%"
"18/02/2019","9,5377","9,5465","9,5525","9,5189","-0,11%"
"15/02/2019","9,5484","9,5487","9,5821","9,5350","0,00%"
"14/02/2019","9,5480","9,5560","9,5747","9,5312","-0,01%"
"13/02/2019","9,5490","9,5042","9,5530","9,4875","0,44%"
"12/02/2019","9,5071","9,5451","9,5584","9,4930","-0,46%"
"11/02/2019","9,5506","9,5380","9,5560","9,5180","0,09%"
"08/02/2019","9,5421","9,5559","9,5650","9,5231","-0,06%"
"07/02/2019","9,5478","9,5497","9,5622","9,5310","-0,06%"
"06/02/2019","9,5532","9,5501","9,5678","9,5337","0,08%"
"05/02/2019","9,5455","9,5348","9,5572","9,5219","0,15%"
"04/02/2019","9,5315","9,5268","9,5410","9,5108","0,11%"
"01/02/2019","9,5209","9,5335","9,5452","9,5052","-0,10%"
"31/01/2019","9,5309","9,5080","9,5384","9,4785","0,27%"
"30/01/2019","9,5050","9,5318","9,5460","9,4890","-0,26%"
"29/01/2019","9,5295","9,5346","9,5450","9,5137","-0,02%"
"28/01/2019","9,5313","9,5450","9,5557","9,5161","-0,15%"
"25/01/2019","9,5457","9,6019","9,6098","9,5364","-0,58%"
"24/01/2019","9,6018","9,5570","9,6120","9,5422","0,44%"
"23/01/2019","9,5602","9,5673","9,5785","9,5480","-0,03%"
"22/01/2019","9,5634","9,5618","9,5780","9,5537","0,00%"
"21/01/2019","9,5630","9,5665","9,5708","9,5525","-0,03%"
"18/01/2019","9,5660","9,5483","9,5715","9,5336","0,19%"
"17/01/2019","9,5480","9,5440","9,5593","9,5325","-0,00%"
"16/01/2019","9,5482","9,5306","9,5755","9,5200","0,19%"
"15/01/2019","9,5305","9,5185","9,5470","9,5035","0,11%"
"14/01/2019","9,5198","9,4956","9,5325","9,4830","0,24%"
"11/01/2019","9,4970","9,4818","9,5033","9,4608","0,18%"
"10/01/2019","9,4797","9,4455","9,4875","9,4315","0,35%"
"09/01/2019","9,4468","9,4989","9,5017","9,4399","-0,56%"
"08/01/2019","9,5002","9,4814","9,5089","9,4748","0,19%"
"07/01/2019","9,4826","9,5190","9,5215","9,4720","-0,38%"
"04/01/2019","9,5190","9,5340","9,5519","9,5025","-0,16%"
"03/01/2019","9,5340","9,6115","9,6301","9,5222","-0,80%"
"02/01/2019","9,6105","9,5550","9,6219","9,5390","0,56%"
"01/01/2019","9,5569","9,5536","9,5790","9,5130","-0,01%"
"31/12/2018","9,5583","9,5510","9,5783","9,5392","0,10%"
"28/12/2018","9,5485","9,5379","9,5561","9,5173","0,12%"
"27/12/2018","9,5375","9,5690","9,5735","9,5247","-0,34%"
"26/12/2018","9,5703","9,5620","9,5752","9,5305","0,07%"
"25/12/2018","9,5632","9,5445","9,5665","9,5307","0,18%"
"24/12/2018","9,5461","9,5475","9,5520","9,5225","-0,08%"
"21/12/2018","9,5535","9,5160","9,5610","9,4964","0,38%"
"20/12/2018","9,5172","9,5585","9,5655","9,4930","-0,48%"
"19/12/2018","9,5634","9,5707","9,5799","9,5232","-0,09%"
"18/12/2018","9,5720","9,5858","9,5950","9,5524","-0,16%"
"17/12/2018","9,5878","9,6125","9,6125","9,5768","-0,22%"
"14/12/2018","9,6089","9,5486","9,6269","9,5385","0,62%"
"13/12/2018","9,5498","9,5001","9,5670","9,4915","0,53%"
"12/12/2018","9,4995","9,5238","9,5282","9,4894","-0,28%"
"11/12/2018","9,5264","9,5049","9,5327","9,4805","0,25%"
"10/12/2018","9,5030","9,4880","9,5089","9,4592","0,17%"
"07/12/2018","9,4866","9,4959","9,5037","9,4695","-0,09%"
"06/12/2018","9,4952","9,5102","9,5243","9,4749","-0,18%"
"05/12/2018","9,5120","9,5103","9,5276","9,5008","0,01%"
"04/12/2018","9,5115","9,5060","9,5260","9,4693","0,07%"
"03/12/2018","9,5047","9,5261","9,5277","9,4888","-0,17%"
"30/11/2018","9,5210","9,4845","9,5327","9,4798","0,37%"
"29/11/2018","9,4856","9,4980","9,5099","9,4771","-0,15%"
"28/11/2018","9,5000","9,5405","9,5517","9,4872","-0,42%"
"27/11/2018","9,5398","9,5195","9,5468","9,5096","0,20%"
"26/11/2018","9,5205","9,5087","9,5226","9,4897","0,15%"
"23/11/2018","9,5062","9,4824","9,5220","9,4735","0,24%"
"22/11/2018","9,4830","9,4896","9,4952","9,4659","-0,10%"
"21/11/2018","9,4926","9,5003","9,5047","9,4670","-0,05%"
"20/11/2018","9,4972","9,4584","9,5070","9,4423","0,41%"
"19/11/2018","9,4580","9,4765","9,4905","9,4468","-0,20%"
"16/11/2018","9,4766","9,5231","9,5319","9,4747","-0,50%"
"15/11/2018","9,5244","9,5433","9,5638","9,5042","-0,18%"
"14/11/2018","9,5420","9,5536","9,5703","9,5187","-0,04%"
"13/11/2018","9,5455","9,5935","9,5946","9,5413","-0,46%"
"12/11/2018","9,5895","9,5295","9,5951","9,5225","0,60%"
"09/11/2018","9,5319","9,5146","9,5428","9,5120","0,17%"
"08/11/2018","9,5158","9,4846","9,5255","9,4680","0,25%"
"07/11/2018","9,4925","9,4917","9,5084","9,4427","-0,00%"
"06/11/2018","9,4929","9,5026","9,5110","9,4779","-0,11%"
"05/11/2018","9,5038","9,5200","9,5285","9,4857","-0,16%"
"02/11/2018","9,5191","9,5193","9,5353","9,4913","-0,01%"
"01/11/2018","9,5196","9,5620","9,5763","9,5030","-0,53%"
"31/10/2018","9,5708","9,5537","9,5800","9,5439","0,17%"
"30/10/2018","9,5550","9,5376","9,5646","9,5275","0,17%"
"29/10/2018","9,5388","9,5320","9,5543","9,5144","0,16%"
"26/10/2018","9,5233","9,5372","9,5686","9,5133","-0,16%"
"25/10/2018","9,5385","9,5309","9,5570","9,5038","0,07%"
"24/10/2018","9,5322","9,4908","9,5443","9,4855","0,42%"
"23/10/2018","9,4920","9,5007","9,5143","9,4779","-0,02%"
"22/10/2018","9,4940","9,4688","9,5061","9,4449","0,27%"
"19/10/2018","9,4688","9,5015","9,5177","9,4592","-0,34%"
"18/10/2018","9,5012","9,4695","9,5091","9,4613","0,27%"
"17/10/2018","9,4755","9,4388","9,4855","9,4330","0,38%"
"16/10/2018","9,4400","9,4378","9,4498","9,4152","0,03%"
"15/10/2018","9,4370","9,4440","9,4538","9,4225","-0,11%"
"12/10/2018","9,4473","9,4238","9,4648","9,4152","0,24%"
"11/10/2018","9,4250","9,4680","9,4718","9,4212","-0,45%"
"10/10/2018","9,4673","9,4782","9,4932","9,4517","-0,15%"
"09/10/2018","9,4818","9,4810","9,5177","9,4671","-0,00%"
"08/10/2018","9,4822","9,4680","9,5040","9,4600","0,11%"
"05/10/2018","9,4722","9,4665","9,4908","9,4511","0,02%"
"04/10/2018","9,4700","9,4904","9,5017","9,4561","-0,18%"
"03/10/2018","9,4874","9,4523","9,4985","9,4292","0,36%"
"02/10/2018","9,4535","9,4427","9,4798","9,4347","0,17%"
"01/10/2018","9,4375","9,4200","9,4513","9,4142","0,10%"
"28/09/2018","9,4285","9,4056","9,4485","9,3973","0,28%"
"27/09/2018","9,4024","9,3649","9,4132","9,3534","0,42%"
"26/09/2018","9,3632","9,3485","9,3690","9,3303","0,19%"
"25/09/2018","9,3457","9,3484","9,3694","9,3321","-0,11%"
"24/09/2018","9,3556","9,3555","9,3720","9,3195","-0,05%"
"21/09/2018","9,3605","9,3440","9,3705","9,3286","0,21%"
"20/09/2018","9,3412","9,3948","9,4043","9,3375","-0,56%"
"19/09/2018","9,3938","9,3972","9,4136","9,3733","-0,08%"
"18/09/2018","9,4010","9,3888","9,4094","9,3690","0,12%"
"17/09/2018","9,3900","9,4206","9,4218","9,3800","-0,29%"
"14/09/2018","9,4175","9,3885","9,4225","9,3675","0,35%"
"13/09/2018","9,3843","9,4170","9,4281","9,3735","-0,34%"
"12/09/2018","9,4165","9,4314","9,4478","9,3999","-0,14%"
"11/09/2018","9,4300","9,4334","9,4503","9,4095","-0,05%"
"10/09/2018","9,4347","9,4506","9,4685","9,4178","-0,21%"
"07/09/2018","9,4549","9,4235","9,4580","9,4039","0,29%"
"06/09/2018","9,4280","9,4191","9,4345","9,4015","0,08%"
"05/09/2018","9,4203","9,4437","9,4679","9,4089","-0,26%"
"04/09/2018","9,4449","9,4273","9,4725","9,4207","0,20%"
"03/09/2018","9,4264","9,4430","9,4495","9,4195","-0,07%"
"31/08/2018","9,4330","9,4093","9,4499","9,3867","0,20%"
"30/08/2018","9,4140","9,3877","9,4267","9,3767","0,28%"
"29/08/2018","9,3876","9,3920","9,4250","9,3792","-0,11%"
"28/08/2018","9,3979","9,4110","9,4185","9,3707","-0,02%"
"27/08/2018","9,3997","9,4408","9,4559","9,3919","-0,40%"
"24/08/2018","9,4375","9,4737","9,4793","9,4231","-0,39%"
"23/08/2018","9,4749","9,4487","9,4806","9,4485","0,06%"
"22/08/2018","9,4695","9,4720","9,4737","9,4530","-0,01%"
"21/08/2018","9,4700","9,5073","9,5200","9,4700","-0,38%"
"20/08/2018","9,5061","9,5266","9,5404","9,5039","-0,24%"
"17/08/2018","9,5292","9,5560","9,5703","9,5175","-0,37%"
"16/08/2018","9,5645","9,5745","9,5812","9,5393","-0,10%"
"15/08/2018","9,5741","9,5743","9,5985","9,5633","-0,01%"
"14/08/2018","9,5755","9,5426","9,5843","9,5226","0,36%"
"13/08/2018","9,5415","9,5494","9,5663","9,5210","-0,00%"
"10/08/2018","9,5418","9,4825","9,5555","9,4693","0,70%"
"09/08/2018","9,4758","9,4405","9,4860","9,4285","0,47%"
"08/08/2018","9,4319","9,4448","9,4614","9,4234","-0,12%"
"07/08/2018","9,4436","9,4731","9,4780","9,4306","-0,33%"
"06/08/2018","9,4744","9,4769","9,4875","9,4590","0,00%"
"03/08/2018","9,4741","9,4850","9,4971","9,4476","-0,11%"
"02/08/2018","9,4841","9,4622","9,4926","9,4509","0,24%"
"01/08/2018","9,4611","9,4469","9,4672","9,4345","0,16%"
"31/07/2018","9,4460","9,4420","9,4509","9,4128","0,04%"
"30/07/2018","9,4425","9,4655","9,4710","9,4300","-0,26%"
"27/07/2018","9,4672","9,4730","9,4858","9,4566","-0,08%"
"26/07/2018","9,4751","9,4290","9,4774","9,4147","0,37%"
"25/07/2018","9,4399","9,4556","9,4672","9,4208","-0,14%"
"24/07/2018","9,4533","9,4494","9,4685","9,4291","0,03%"
"23/07/2018","9,4506","9,4349","9,4569","9,4226","0,09%"
"20/07/2018","9,4420","9,4813","9,4941","9,4294","-0,40%"
"19/07/2018","9,4800","9,4805","9,5181","9,4621","-0,02%"
"18/07/2018","9,4818","9,4735","9,5061","9,4662","0,08%"
"17/07/2018","9,4745","9,4548","9,4853","9,4304","0,22%"
"16/07/2018","9,4540","9,4711","9,4725","9,4407","-0,14%"
"13/07/2018","9,4669","9,4733","9,5036","9,4600","-0,08%"
"12/07/2018","9,4747","9,4716","9,4854","9,4560","0,02%"
"11/07/2018","9,4728","9,4356","9,4774","9,4259","0,38%"
"10/07/2018","9,4368","9,4322","9,4645","9,4229","0,02%"
"09/07/2018","9,4345","9,4354","9,4445","9,4080","-0,03%"
"06/07/2018","9,4372","9,4610","9,4700","9,4200","-0,29%"
"05/07/2018","9,4650","9,4822","9,4879","9,4461","-0,20%"
"04/07/2018","9,4835","9,4890","9,4999","9,4693","-0,04%"
"03/07/2018","9,4876","9,4980","9,5103","9,4773","-0,12%"
"02/07/2018","9,4992","9,4980","9,5305","9,4765","0,19%"
"29/06/2018","9,4811","9,5454","9,5538","9,4735","-0,69%"
"28/06/2018","9,5466","9,5568","9,5731","9,5260","-0,11%"
"27/06/2018","9,5569","9,5091","9,5661","9,4940","0,49%"
"26/06/2018","9,5103","9,4777","9,5170","9,4695","0,30%"
"25/06/2018","9,4822","9,5082","9,5232","9,4725","-0,28%"
"22/06/2018","9,5084","9,5356","9,5385","9,4961","-0,30%"
"21/06/2018","9,5369","9,5518","9,5860","9,5185","-0,17%"
"20/06/2018","9,5530","9,5460","9,5703","9,5357","0,09%"
"19/06/2018","9,5441","9,5273","9,5748","9,5106","0,19%"
"18/06/2018","9,5260","9,5345","9,5571","9,5179","-0,07%"
"15/06/2018","9,5331","9,5537","9,5667","9,5178","-0,22%"
"14/06/2018","9,5540","9,4387","9,5573","9,4077","1,23%"
"13/06/2018","9,4380","9,4635","9,4728","9,4318","-0,28%"
"12/06/2018","9,4646","9,4448","9,4702","9,4289","0,22%"
"11/06/2018","9,4434","9,4533","9,4601","9,4224","-0,11%"
"08/06/2018","9,4536","9,4355","9,4723","9,4256","0,18%"
"07/06/2018","9,4369","9,4435","9,4501","9,4103","-0,11%"
"06/06/2018","9,4471","9,4787","9,4795","9,4321","-0,35%"
"05/06/2018","9,4799","9,4831","9,5076","9,4619","-0,04%"
"04/06/2018","9,4840","9,5075","9,5081","9,4575","-0,20%"
"01/06/2018","9,5031","9,4859","9,5254","9,4714","0,16%"
"31/05/2018","9,4880","9,5027","9,5140","9,4675","-0,13%"
"30/05/2018","9,5008","9,5659","9,5769","9,4931","-0,66%"
"29/05/2018","9,5641","9,5221","9,5802","9,5090","0,45%"
"28/05/2018","9,5215","9,5060","9,5314","9,4670","0,14%"
"25/05/2018","9,5084","9,4732","9,5111","9,4609","0,37%"
"24/05/2018","9,4730","9,4835","9,4889","9,4512","-0,12%"
"23/05/2018","9,4848","9,4438","9,4959","9,4327","0,45%"
"22/05/2018","9,4424","9,4353","9,4547","9,4132","0,06%"
"21/05/2018","9,4365","9,4460","9,4668","9,4276","-0,12%"
"18/05/2018","9,4479","9,4339","9,4588","9,4156","0,14%"
"17/05/2018","9,4345","9,4301","9,4443","9,4094","0,07%"
"16/05/2018","9,4281","9,4150","9,4520","9,3989","0,17%"
"15/05/2018","9,4120","9,3710","9,4240","9,3569","0,48%"
"14/05/2018","9,3670","9,3602","9,3715","9,3294","0,07%"
"11/05/2018","9,3607","9,3750","9,3875","9,3453","-0,22%"
"10/05/2018","9,3811","9,4057","9,4113","9,3572","-0,28%"
"09/05/2018","9,4070","9,4005","9,4227","9,3812","0,05%"
"08/05/2018","9,4020","9,3676","9,4157","9,3595","0,36%"
"07/05/2018","9,3686","9,3590","9,3855","9,3462","0,18%"
"04/05/2018","9,3521","9,3380","9,3785","9,3293","0,12%"
"03/05/2018","9,3412","9,3567","9,3618","9,3255","-0,18%"
"02/05/2018","9,3585","9,3376","9,3657","9,3150","0,22%"
"01/05/2018","9,3383","9,2960","9,3434","9,2896","0,45%"
"30/04/2018","9,2964","9,2771","9,3043","9,2656","0,26%"
"27/04/2018","9,2723","9,2840","9,3096","9,2635","-0,15%"
"26/04/2018","9,2860","9,2592","9,2899","9,2282","0,28%"
"25/04/2018","9,2604","9,2197","9,2612","9,2190","0,36%"
"24/04/2018","9,2273","9,2405","9,2532","9,2166","-0,13%"
"23/04/2018","9,2391","9,1950","9,2458","9,1950","0,41%"
"20/04/2018","9,2015","9,1755","9,2230","9,1693","0,27%"
"19/04/2018","9,1768","9,1618","9,1861","9,1482","0,15%"
"18/04/2018","9,1630","9,1675","9,1800","9,1467","-0,06%"
"17/04/2018","9,1682","9,1658","9,1854","9,1467","0,02%"
"16/04/2018","9,1660","9,1915","9,1916","9,1552","-0,25%"
"13/04/2018","9,1893","9,1895","9,2006","9,1758","-0,01%"
"12/04/2018","9,1900","9,1682","9,2050","9,1577","0,24%"
"11/04/2018","9,1682","9,1710","9,1781","9,1515","-0,04%"
"10/04/2018","9,1722","9,1942","9,2040","9,1611","-0,29%"
"09/04/2018","9,1985","9,2197","9,2256","9,1854","-0,19%"
"06/04/2018","9,2159","9,2367","9,2503","9,2057","-0,24%"
"05/04/2018","9,2380","9,2218","9,2517","9,2120","0,16%"
"04/04/2018","9,2230","9,2269","9,2324","9,2024","-0,03%"
"03/04/2018","9,2262","9,2115","9,2338","9,1916","0,16%"
"02/04/2018","9,2116","9,1970","9,2208","9,1888","0,12%"
"30/03/2018","9,2007","9,2062","9,2101","9,1884","-0,08%"
"29/03/2018","9,2082","9,2017","9,2158","9,1843","0,06%"
"28/03/2018","9,2030","9,1568","9,2070","9,1393","0,52%"
"27/03/2018","9,1555","9,1298","9,1709","9,1119","0,28%"
"26/03/2018","9,1300","9,1675","9,1675","9,1184","-0,45%"
"23/03/2018","9,1712","9,1900","9,1934","9,1572","-0,21%"
"22/03/2018","9,1905","9,1713","9,2001","9,1446","0,21%"
"21/03/2018","9,1710","9,2136","9,2163","9,1632","-0,47%"
"20/03/2018","9,2140","9,1682","9,2168","9,1557","0,49%"
"19/03/2018","9,1692","9,1880","9,2010","9,1503","-0,23%"
"16/03/2018","9,1901","9,1827","9,2085","9,1626","0,10%"
"15/03/2018","9,1810","9,1597","9,1845","9,1491","0,22%"
"14/03/2018","9,1609","9,1555","9,1774","9,1402","0,05%"
"13/03/2018","9,1567","9,1854","9,1956","9,1407","-0,30%"
"12/03/2018","9,1843","9,1964","9,2090","9,1747","-0,17%"
"09/03/2018","9,1998","9,2030","9,2180","9,1839","-0,01%"
"08/03/2018","9,2007","9,1590","9,2095","9,1368","0,45%"
"07/03/2018","9,1598","9,1618","9,1720","9,1421","-0,01%"
"06/03/2018","9,1611","9,1965","9,1994","9,1521","-0,36%"
"05/03/2018","9,1941","9,1989","9,2197","9,1846","-0,10%"
"02/03/2018","9,2035","9,2228","9,2345","9,1910","-0,25%"
"01/03/2018","9,2265","9,2603","9,2808","9,2188","-0,38%"
"28/02/2018","9,2615","9,2433","9,2663","9,2333","0,18%"
"27/02/2018","9,2445","9,2014","9,2501","9,1877","0,46%"
"26/02/2018","9,2026","9,2132","9,2231","9,1832","-0,13%"
"23/02/2018","9,2150","9,2001","9,2255","9,1945","0,18%"
"22/02/2018","9,1988","9,2208","9,2330","9,1861","-0,24%"
"21/02/2018","9,2208","9,1942","9,2228","9,1832","0,28%"
"20/02/2018","9,1955","9,1612","9,2036","9,1570","0,36%"
"19/02/2018","9,1624","9,1629","9,1805","9,1470","-0,01%"
"16/02/2018","9,1629","9,1175","9,1681","9,0897","0,51%"
"15/02/2018","9,1163","9,1427","9,1441","9,1112","-0,27%"
"14/02/2018","9,1412","9,1903","9,2261","9,1337","-0,54%"
"13/02/2018","9,1906","9,2189","9,2255","9,1777","-0,43%"
"12/02/2018","9,2300","9,2425","9,2580","9,2181","-0,30%"
"09/02/2018","9,2580","9,2451","9,2655","9,2243","0,19%"
"08/02/2018","9,2408","9,2310","9,2585","9,2155","0,09%"
"07/02/2018","9,2322","9,1769","9,2406","9,1607","0,59%"
"06/02/2018","9,1781","9,1785","9,2095","9,1493","-0,04%"
"05/02/2018","9,1818","9,1280","9,1845","9,1280","0,54%"
"02/02/2018","9,1325","9,1205","9,1678","9,1107","0,17%"
"01/02/2018","9,1172","9,1541","9,1730","9,1079","-0,43%"
"31/01/2018","9,1568","9,1638","9,1720","9,1228","-0,08%"
"30/01/2018","9,1640","9,1694","9,1930","9,1315","-0,07%"
"29/01/2018","9,1707","9,1490","9,1925","9,1381","0,19%"
"26/01/2018","9,1535","9,1648","9,1768","9,1178","-0,07%"
"25/01/2018","9,1596","9,1539","9,1750","9,0905","0,05%"
"24/01/2018","9,1551","9,2005","9,2100","9,1479","-0,54%"
"23/01/2018","9,2047","9,2203","9,2415","9,1957","-0,18%"
"22/01/2018","9,2215","9,2395","9,2430","9,2132","-0,24%"
"19/01/2018","9,2440","9,2375","9,2472","9,2073","0,14%"
"18/01/2018","9,2315","9,2563","9,2672","9,2153","-0,28%"
"17/01/2018","9,2575","9,2187","9,2615","9,1903","0,41%"
"16/01/2018","9,2198","9,2174","9,2558","9,2076","0,03%"
"15/01/2018","9,2172","9,2503","9,2643","9,2009","-0,41%"
"12/01/2018","9,2548","9,3348","9,3356","9,2508","-0,86%"
"11/01/2018","9,3350","9,3768","9,3889","9,3154","-0,39%"
"10/01/2018","9,3718","9,3816","9,3880","9,3378","-0,11%"
"09/01/2018","9,3817","9,3710","9,3961","9,3541","0,21%"
"08/01/2018","9,3618","9,3263","9,3762","9,3263","0,33%"
"05/01/2018","9,3310","9,3205","9,3489","9,3078","0,15%"
"04/01/2018","9,3173","9,3435","9,3485","9,3002","-0,28%"
"03/01/2018","9,3433","9,3221","9,3529","9,3109","0,22%"
"02/01/2018","9,3225","9,3463","9,3463","9,3034","-0,30%"
"01/01/2018","9,3510","9,3510","9,3510","9,3510","0,00%"
"29/12/2017","9,3510","9,3873","9,3905","9,3389","-0,30%"
"28/12/2017","9,3787","9,4048","9,4065","9,3645","-0,33%"
"27/12/2017","9,4102","9,4154","9,4250","9,3899","-0,09%"
"26/12/2017","9,4189","9,4187","9,4337","9,4105","0,04%"
"25/12/2017","9,4151","9,4156","9,4251","9,4037","-0,14%"
"22/12/2017","9,4285","9,4169","9,4501","9,4090","0,16%"
"21/12/2017","9,4130","9,4145","9,4289","9,3998","-0,02%"
"20/12/2017","9,4145","9,4331","9,4392","9,3922","-0,21%"
"19/12/2017","9,4339","9,4593","9,4658","9,4182","-0,27%"
"18/12/2017","9,4595","9,4701","9,4701","9,4278","-0,15%"
"15/12/2017","9,4735","9,4698","9,4805","9,4424","0,13%"
"14/12/2017","9,4615","9,4291","9,4685","9,4132","0,22%"
"13/12/2017","9,4411","9,4787","9,4892","9,4261","-0,44%"
"12/12/2017","9,4829","9,4652","9,4956","9,4465","0,18%"
"11/12/2017","9,4661","9,4713","9,4717","9,4412","-0,10%"
"08/12/2017","9,4760","9,4634","9,4929","9,4574","0,09%"
"07/12/2017","9,4678","9,4498","9,4684","9,4384","0,18%"
"06/12/2017","9,4510","9,4325","9,4636","9,4171","0,11%"
"05/12/2017","9,4410","9,4165","9,4538","9,4027","0,21%"
"04/12/2017","9,4210","9,3910","9,4390","9,3910","0,27%"
"01/12/2017","9,3955","9,3967","9,4240","9,3850","0,02%"
"30/11/2017","9,3935","9,4303","9,4480","9,3750","-0,28%"
"29/11/2017","9,4202","9,4278","9,4485","9,4025","-0,10%"
"28/11/2017","9,4295","9,4060","9,4401","9,3860","0,30%"
"27/11/2017","9,4010","9,3793","9,4065","9,3643","0,22%"
"24/11/2017","9,3805","9,4145","9,4265","9,3718","-0,36%"
"23/11/2017","9,4140","9,4151","9,4331","9,3950","-0,00%"
"22/11/2017","9,4144","9,4557","9,4599","9,4047","-0,45%"
"21/11/2017","9,4569","9,4599","9,4695","9,4378","0,02%"
"20/11/2017","9,4550","9,4265","9,4626","9,4121","0,25%"
"17/11/2017","9,4310","9,4398","9,4444","9,4081","-0,06%"
"16/11/2017","9,4365","9,4262","9,4430","9,4123","0,11%"
